Time,I-1 O2 0.2m,I-2 O2 0.2m,I-3 O2 0.2m,I-4 O2 0.2m,I-5 O2 0.2m,I-6 O2 0.2m,I-1 O2 5m,I-2 O2 5m,I-3 O2 5m,I-4 O2 5m,I-5 O2 5m,I-6 O2 5m,I-1 CO 0.2m,I-2 CO 0.2m,I-3 CO 0.2m,I-4 CO 0.2m,I-5 CO 0.2m,I-6 CO 0.2m,I-1 CO 5m,I-2 CO 5m,I-3 CO 5m,I-4 CO 5m,I-5 CO 5m,I-6 CO 5m,I-1 CO2 0.2m,I-2 CO2 0.2m,I-3 CO2 0.2m,I-4 CO2 0.2m,I-5 CO2 0.2m,I-6 CO2 0.2m,I-1 CO2 5m,I-2 CO2 5m,I-3 CO2 5m,I-4 CO2 5m,I-5 CO2 5m,I-6 CO2 5m
639,0.1589,NaN,NaN,NaN,NaN,NaN,0.1547,NaN,NaN,NaN,NaN,NaN,0.000888,NaN,NaN,NaN,NaN,NaN,0.000990,NaN,NaN,NaN,NaN,NaN,0.0290,NaN,NaN,NaN,NaN,NaN,0.0416,NaN,NaN,NaN,NaN,NaN
642,0.1597,NaN,NaN,NaN,NaN,NaN,0.1545,NaN,NaN,NaN,NaN,NaN,0.000896,NaN,NaN,NaN,NaN,NaN,0.000992,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0418,NaN,NaN,NaN,NaN,NaN
645,0.1590,NaN,NaN,NaN,NaN,NaN,0.1545,NaN,NaN,NaN,NaN,NaN,0.000898,NaN,NaN,NaN,NaN,NaN,0.000993,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0418,NaN,NaN,NaN,NaN,NaN
648,0.1584,NaN,NaN,NaN,NaN,NaN,0.1545,NaN,NaN,NaN,NaN,NaN,0.000901,NaN,NaN,NaN,NaN,NaN,0.000992,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0418,NaN,NaN,NaN,NaN,NaN
651,0.1588,NaN,NaN,NaN,NaN,NaN,0.1543,NaN,NaN,NaN,NaN,NaN,0.000906,NaN,NaN,NaN,NaN,NaN,0.000992,NaN,NaN,NaN,NaN,NaN,0.0290,NaN,NaN,NaN,NaN,NaN,0.0419,NaN,NaN,NaN,NaN,NaN
654,0.1582,NaN,NaN,NaN,NaN,NaN,0.1537,NaN,NaN,NaN,NaN,NaN,0.000910,NaN,NaN,NaN,NaN,NaN,0.000994,NaN,NaN,NaN,NaN,NaN,0.0293,NaN,NaN,NaN,NaN,NaN,0.0423,NaN,NaN,NaN,NaN,NaN
657,0.1597,NaN,NaN,NaN,NaN,NaN,0.1538,NaN,NaN,NaN,NaN,NaN,0.000910,NaN,NaN,NaN,NaN,NaN,0.000995,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0423,NaN,NaN,NaN,NaN,NaN
660,0.1581,NaN,NaN,NaN,NaN,NaN,0.1537,NaN,NaN,NaN,NaN,NaN,0.000907,NaN,NaN,NaN,NaN,NaN,0.000997,NaN,NaN,NaN,NaN,NaN,0.0294,NaN,NaN,NaN,NaN,NaN,0.0424,NaN,NaN,NaN,NaN,NaN
663,0.1564,NaN,NaN,NaN,NaN,NaN,0.1533,NaN,NaN,NaN,NaN,NaN,0.000912,NaN,NaN,NaN,NaN,NaN,0.000999,NaN,NaN,NaN,NaN,NaN,0.0304,NaN,NaN,NaN,NaN,NaN,0.0427,NaN,NaN,NaN,NaN,NaN
666,0.1551,NaN,NaN,NaN,NaN,NaN,0.1532,NaN,NaN,NaN,NaN,NaN,0.000926,NaN,NaN,NaN,NaN,NaN,0.001000,NaN,NaN,NaN,NaN,NaN,0.0311,NaN,NaN,NaN,NaN,NaN,0.0427,NaN,NaN,NaN,NaN,NaN
669,0.1552,NaN,NaN,NaN,NaN,NaN,0.1534,NaN,NaN,NaN,NaN,NaN,0.000936,NaN,NaN,NaN,NaN,NaN,0.001001,NaN,NaN,NaN,NaN,NaN,0.0310,NaN,NaN,NaN,NaN,NaN,0.0426,NaN,NaN,NaN,NaN,NaN
672,0.1571,NaN,NaN,NaN,NaN,NaN,0.1531,NaN,NaN,NaN,NaN,NaN,0.000940,NaN,NaN,NaN,NaN,NaN,0.001001,NaN,NaN,NaN,NaN,NaN,0.0300,NaN,NaN,NaN,NaN,NaN,0.0428,NaN,NaN,NaN,NaN,NaN
675,0.1561,NaN,NaN,NaN,NaN,NaN,0.1529,NaN,NaN,NaN,NaN,NaN,0.000939,NaN,NaN,NaN,NaN,NaN,0.001004,NaN,NaN,NaN,NaN,NaN,0.0305,NaN,NaN,NaN,NaN,NaN,0.0429,NaN,NaN,NaN,NaN,NaN
678,0.1545,NaN,NaN,NaN,NaN,NaN,0.1526,NaN,NaN,NaN,NaN,NaN,0.000943,NaN,NaN,NaN,NaN,NaN,0.001005,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0432,NaN,NaN,NaN,NaN,NaN
681,0.1533,NaN,NaN,NaN,NaN,NaN,0.1519,NaN,NaN,NaN,NaN,NaN,0.000950,NaN,NaN,NaN,NaN,NaN,0.001007,NaN,NaN,NaN,NaN,NaN,0.0321,NaN,NaN,NaN,NaN,NaN,0.0437,NaN,NaN,NaN,NaN,NaN
684,0.1521,NaN,NaN,NaN,NaN,NaN,0.1518,NaN,NaN,NaN,NaN,NaN,0.000959,NaN,NaN,NaN,NaN,NaN,0.001010,NaN,NaN,NaN,NaN,NaN,0.0328,NaN,NaN,NaN,NaN,NaN,0.0438,NaN,NaN,NaN,NaN,NaN
687,0.1516,NaN,NaN,NaN,NaN,NaN,0.1517,NaN,NaN,NaN,NaN,NaN,0.000973,NaN,NaN,NaN,NaN,NaN,0.001011,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0439,NaN,NaN,NaN,NaN,NaN
690,0.1519,NaN,NaN,NaN,NaN,NaN,0.1511,NaN,NaN,NaN,NaN,NaN,0.000985,NaN,NaN,NaN,NaN,NaN,0.001013,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0443,NaN,NaN,NaN,NaN,NaN
693,0.1522,NaN,NaN,NaN,NaN,NaN,0.1509,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.001020,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0445,NaN,NaN,NaN,NaN,NaN
696,0.1519,NaN,NaN,NaN,NaN,NaN,0.1508,NaN,NaN,NaN,NaN,NaN,0.000989,NaN,NaN,NaN,NaN,NaN,0.001023,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0445,NaN,NaN,NaN,NaN,NaN
699,0.1518,NaN,NaN,NaN,NaN,NaN,0.1508,NaN,NaN,NaN,NaN,NaN,0.000989,NaN,NaN,NaN,NaN,NaN,0.001026,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0446,NaN,NaN,NaN,NaN,NaN
702,0.1513,NaN,NaN,NaN,NaN,NaN,0.1504,NaN,NaN,NaN,NaN,NaN,0.000990,NaN,NaN,NaN,NaN,NaN,0.001028,NaN,NaN,NaN,NaN,NaN,0.0333,NaN,NaN,NaN,NaN,NaN,0.0448,NaN,NaN,NaN,NaN,NaN
705,0.1509,NaN,NaN,NaN,NaN,NaN,0.1502,NaN,NaN,NaN,NaN,NaN,0.000991,NaN,NaN,NaN,NaN,NaN,0.001030,NaN,NaN,NaN,NaN,NaN,0.0335,NaN,NaN,NaN,NaN,NaN,0.0450,NaN,NaN,NaN,NaN,NaN
708,0.1514,NaN,NaN,NaN,NaN,NaN,0.1501,NaN,NaN,NaN,NaN,NaN,0.000993,NaN,NaN,NaN,NaN,NaN,0.001031,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0451,NaN,NaN,NaN,NaN,NaN
711,0.1513,NaN,NaN,NaN,NaN,NaN,0.1500,NaN,NaN,NaN,NaN,NaN,0.000992,NaN,NaN,NaN,NaN,NaN,0.001031,NaN,NaN,NaN,NaN,NaN,0.0333,NaN,NaN,NaN,NaN,NaN,0.0452,NaN,NaN,NaN,NaN,NaN
714,0.1514,NaN,NaN,NaN,NaN,NaN,0.1497,NaN,NaN,NaN,NaN,NaN,0.000990,NaN,NaN,NaN,NaN,NaN,0.001029,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0454,NaN,NaN,NaN,NaN,NaN
717,0.1529,NaN,NaN,NaN,NaN,NaN,0.1496,NaN,NaN,NaN,NaN,NaN,0.000985,NaN,NaN,NaN,NaN,NaN,0.001029,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0454,NaN,NaN,NaN,NaN,NaN
720,0.1534,NaN,NaN,NaN,NaN,NaN,0.1498,NaN,NaN,NaN,NaN,NaN,0.000976,NaN,NaN,NaN,NaN,NaN,0.001029,NaN,NaN,NaN,NaN,NaN,0.0321,NaN,NaN,NaN,NaN,NaN,0.0453,NaN,NaN,NaN,NaN,NaN
723,0.1533,NaN,NaN,NaN,NaN,NaN,0.1499,NaN,NaN,NaN,NaN,NaN,0.000964,NaN,NaN,NaN,NaN,NaN,0.001027,NaN,NaN,NaN,NaN,NaN,0.0321,NaN,NaN,NaN,NaN,NaN,0.0452,NaN,NaN,NaN,NaN,NaN
726,0.1535,NaN,NaN,NaN,NaN,NaN,0.1499,NaN,NaN,NaN,NaN,NaN,0.000956,NaN,NaN,NaN,NaN,NaN,0.001025,NaN,NaN,NaN,NaN,NaN,0.0320,NaN,NaN,NaN,NaN,NaN,0.0452,NaN,NaN,NaN,NaN,NaN
729,0.1534,NaN,NaN,NaN,NaN,NaN,0.1503,NaN,NaN,NaN,NaN,NaN,0.000952,NaN,NaN,NaN,NaN,NaN,0.001022,NaN,NaN,NaN,NaN,NaN,0.0320,NaN,NaN,NaN,NaN,NaN,0.0449,NaN,NaN,NaN,NaN,NaN
732,0.1533,NaN,NaN,NaN,NaN,NaN,0.1506,NaN,NaN,NaN,NaN,NaN,0.000948,NaN,NaN,NaN,NaN,NaN,0.001015,NaN,NaN,NaN,NaN,NaN,0.0321,NaN,NaN,NaN,NaN,NaN,0.0447,NaN,NaN,NaN,NaN,NaN
735,0.1534,NaN,NaN,NaN,NaN,NaN,0.1508,NaN,NaN,NaN,NaN,NaN,0.000943,NaN,NaN,NaN,NaN,NaN,0.001013,NaN,NaN,NaN,NaN,NaN,0.0320,NaN,NaN,NaN,NaN,NaN,0.0446,NaN,NaN,NaN,NaN,NaN
738,0.1534,NaN,NaN,NaN,NaN,NaN,0.1503,NaN,NaN,NaN,NaN,NaN,0.000942,NaN,NaN,NaN,NaN,NaN,0.001011,NaN,NaN,NaN,NaN,NaN,0.0320,NaN,NaN,NaN,NaN,NaN,0.0450,NaN,NaN,NaN,NaN,NaN
741,0.1528,NaN,NaN,NaN,NaN,NaN,0.1495,NaN,NaN,NaN,NaN,NaN,0.000939,NaN,NaN,NaN,NaN,NaN,0.001012,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0455,NaN,NaN,NaN,NaN,NaN
744,0.1527,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000938,NaN,NaN,NaN,NaN,NaN,0.001014,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
747,0.1528,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000938,NaN,NaN,NaN,NaN,NaN,0.001016,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
750,0.1527,NaN,NaN,NaN,NaN,NaN,0.1481,NaN,NaN,NaN,NaN,NaN,0.000937,NaN,NaN,NaN,NaN,NaN,0.001022,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0466,NaN,NaN,NaN,NaN,NaN
753,0.1527,NaN,NaN,NaN,NaN,NaN,0.1474,NaN,NaN,NaN,NaN,NaN,0.000933,NaN,NaN,NaN,NaN,NaN,0.001026,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0471,NaN,NaN,NaN,NaN,NaN
756,0.1528,NaN,NaN,NaN,NaN,NaN,0.1474,NaN,NaN,NaN,NaN,NaN,0.000930,NaN,NaN,NaN,NaN,NaN,0.001029,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0471,NaN,NaN,NaN,NaN,NaN
759,0.1528,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000928,NaN,NaN,NaN,NaN,NaN,0.001030,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
762,0.1527,NaN,NaN,NaN,NaN,NaN,0.1473,NaN,NaN,NaN,NaN,NaN,0.000927,NaN,NaN,NaN,NaN,NaN,0.001030,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0472,NaN,NaN,NaN,NaN,NaN
765,0.1524,NaN,NaN,NaN,NaN,NaN,0.1471,NaN,NaN,NaN,NaN,NaN,0.000925,NaN,NaN,NaN,NaN,NaN,0.001031,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0473,NaN,NaN,NaN,NaN,NaN
768,0.1525,NaN,NaN,NaN,NaN,NaN,0.1478,NaN,NaN,NaN,NaN,NaN,0.000925,NaN,NaN,NaN,NaN,NaN,0.001030,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
771,0.1524,NaN,NaN,NaN,NaN,NaN,0.1482,NaN,NaN,NaN,NaN,NaN,0.000922,NaN,NaN,NaN,NaN,NaN,0.001024,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0465,NaN,NaN,NaN,NaN,NaN
774,0.1520,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000921,NaN,NaN,NaN,NaN,NaN,0.001019,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
777,0.1518,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000922,NaN,NaN,NaN,NaN,NaN,0.001015,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
780,0.1515,NaN,NaN,NaN,NaN,NaN,0.1483,NaN,NaN,NaN,NaN,NaN,0.000923,NaN,NaN,NaN,NaN,NaN,0.001011,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
783,0.1515,NaN,NaN,NaN,NaN,NaN,0.1484,NaN,NaN,NaN,NaN,NaN,0.000923,NaN,NaN,NaN,NaN,NaN,0.001007,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
786,0.1516,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000923,NaN,NaN,NaN,NaN,NaN,0.001003,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
789,0.1520,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000922,NaN,NaN,NaN,NaN,NaN,0.000995,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
792,0.1523,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000919,NaN,NaN,NaN,NaN,NaN,0.000992,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
795,0.1534,NaN,NaN,NaN,NaN,NaN,0.1483,NaN,NaN,NaN,NaN,NaN,0.000913,NaN,NaN,NaN,NaN,NaN,0.000989,NaN,NaN,NaN,NaN,NaN,0.0321,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
798,0.1529,NaN,NaN,NaN,NaN,NaN,0.1479,NaN,NaN,NaN,NaN,NaN,0.000906,NaN,NaN,NaN,NaN,NaN,0.000985,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
801,0.1519,NaN,NaN,NaN,NaN,NaN,0.1472,NaN,NaN,NaN,NaN,NaN,0.000900,NaN,NaN,NaN,NaN,NaN,0.000985,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0472,NaN,NaN,NaN,NaN,NaN
804,0.1524,NaN,NaN,NaN,NaN,NaN,0.1469,NaN,NaN,NaN,NaN,NaN,0.000899,NaN,NaN,NaN,NaN,NaN,0.000986,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0475,NaN,NaN,NaN,NaN,NaN
807,0.1522,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000896,NaN,NaN,NaN,NaN,NaN,0.000987,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0478,NaN,NaN,NaN,NaN,NaN
810,0.1501,NaN,NaN,NaN,NaN,NaN,0.1464,NaN,NaN,NaN,NaN,NaN,0.000897,NaN,NaN,NaN,NaN,NaN,0.000987,NaN,NaN,NaN,NaN,NaN,0.0340,NaN,NaN,NaN,NaN,NaN,0.0478,NaN,NaN,NaN,NaN,NaN
813,0.1491,NaN,NaN,NaN,NaN,NaN,0.1463,NaN,NaN,NaN,NaN,NaN,0.000903,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.0345,NaN,NaN,NaN,NaN,NaN,0.0479,NaN,NaN,NaN,NaN,NaN
816,0.1491,NaN,NaN,NaN,NaN,NaN,0.1462,NaN,NaN,NaN,NaN,NaN,0.000908,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.0345,NaN,NaN,NaN,NaN,NaN,0.0480,NaN,NaN,NaN,NaN,NaN
819,0.1492,NaN,NaN,NaN,NaN,NaN,0.1459,NaN,NaN,NaN,NaN,NaN,0.000912,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.0345,NaN,NaN,NaN,NaN,NaN,0.0482,NaN,NaN,NaN,NaN,NaN
822,0.1491,NaN,NaN,NaN,NaN,NaN,0.1460,NaN,NaN,NaN,NaN,NaN,0.000913,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.0345,NaN,NaN,NaN,NaN,NaN,0.0481,NaN,NaN,NaN,NaN,NaN
825,0.1490,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000912,NaN,NaN,NaN,NaN,NaN,0.000987,NaN,NaN,NaN,NaN,NaN,0.0346,NaN,NaN,NaN,NaN,NaN,0.0478,NaN,NaN,NaN,NaN,NaN
828,0.1488,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000911,NaN,NaN,NaN,NaN,NaN,0.000984,NaN,NaN,NaN,NaN,NaN,0.0347,NaN,NaN,NaN,NaN,NaN,0.0478,NaN,NaN,NaN,NaN,NaN
831,0.1483,NaN,NaN,NaN,NaN,NaN,0.1468,NaN,NaN,NaN,NaN,NaN,0.000913,NaN,NaN,NaN,NaN,NaN,0.000980,NaN,NaN,NaN,NaN,NaN,0.0350,NaN,NaN,NaN,NaN,NaN,0.0476,NaN,NaN,NaN,NaN,NaN
834,0.1485,NaN,NaN,NaN,NaN,NaN,0.1470,NaN,NaN,NaN,NaN,NaN,0.000915,NaN,NaN,NaN,NaN,NaN,0.000976,NaN,NaN,NaN,NaN,NaN,0.0349,NaN,NaN,NaN,NaN,NaN,0.0474,NaN,NaN,NaN,NaN,NaN
837,0.1486,NaN,NaN,NaN,NaN,NaN,0.1471,NaN,NaN,NaN,NaN,NaN,0.000916,NaN,NaN,NaN,NaN,NaN,0.000973,NaN,NaN,NaN,NaN,NaN,0.0348,NaN,NaN,NaN,NaN,NaN,0.0473,NaN,NaN,NaN,NaN,NaN
840,0.1488,NaN,NaN,NaN,NaN,NaN,0.1470,NaN,NaN,NaN,NaN,NaN,0.000915,NaN,NaN,NaN,NaN,NaN,0.000969,NaN,NaN,NaN,NaN,NaN,0.0347,NaN,NaN,NaN,NaN,NaN,0.0474,NaN,NaN,NaN,NaN,NaN
843,0.1494,NaN,NaN,NaN,NaN,NaN,0.1470,NaN,NaN,NaN,NaN,NaN,0.000910,NaN,NaN,NaN,NaN,NaN,0.000966,NaN,NaN,NaN,NaN,NaN,0.0343,NaN,NaN,NaN,NaN,NaN,0.0474,NaN,NaN,NaN,NaN,NaN
846,0.1496,NaN,NaN,NaN,NaN,NaN,0.1469,NaN,NaN,NaN,NaN,NaN,0.000904,NaN,NaN,NaN,NaN,NaN,0.000959,NaN,NaN,NaN,NaN,NaN,0.0342,NaN,NaN,NaN,NaN,NaN,0.0475,NaN,NaN,NaN,NaN,NaN
849,0.1496,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000895,NaN,NaN,NaN,NaN,NaN,0.000957,NaN,NaN,NaN,NaN,NaN,0.0342,NaN,NaN,NaN,NaN,NaN,0.0477,NaN,NaN,NaN,NaN,NaN
852,0.1499,NaN,NaN,NaN,NaN,NaN,0.1463,NaN,NaN,NaN,NaN,NaN,0.000890,NaN,NaN,NaN,NaN,NaN,0.000955,NaN,NaN,NaN,NaN,NaN,0.0341,NaN,NaN,NaN,NaN,NaN,0.0480,NaN,NaN,NaN,NaN,NaN
855,0.1505,NaN,NaN,NaN,NaN,NaN,0.1460,NaN,NaN,NaN,NaN,NaN,0.000882,NaN,NaN,NaN,NaN,NaN,0.000954,NaN,NaN,NaN,NaN,NaN,0.0337,NaN,NaN,NaN,NaN,NaN,0.0482,NaN,NaN,NaN,NaN,NaN
858,0.1510,NaN,NaN,NaN,NaN,NaN,0.1460,NaN,NaN,NaN,NaN,NaN,0.000876,NaN,NaN,NaN,NaN,NaN,0.000952,NaN,NaN,NaN,NaN,NaN,0.0334,NaN,NaN,NaN,NaN,NaN,0.0482,NaN,NaN,NaN,NaN,NaN
861,0.1510,NaN,NaN,NaN,NaN,NaN,0.1461,NaN,NaN,NaN,NaN,NaN,0.000867,NaN,NaN,NaN,NaN,NaN,0.000950,NaN,NaN,NaN,NaN,NaN,0.0334,NaN,NaN,NaN,NaN,NaN,0.0481,NaN,NaN,NaN,NaN,NaN
864,0.1511,NaN,NaN,NaN,NaN,NaN,0.1461,NaN,NaN,NaN,NaN,NaN,0.000862,NaN,NaN,NaN,NaN,NaN,0.000949,NaN,NaN,NaN,NaN,NaN,0.0334,NaN,NaN,NaN,NaN,NaN,0.0481,NaN,NaN,NaN,NaN,NaN
867,0.1515,NaN,NaN,NaN,NaN,NaN,0.1459,NaN,NaN,NaN,NaN,NaN,0.000855,NaN,NaN,NaN,NaN,NaN,0.000948,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0482,NaN,NaN,NaN,NaN,NaN
870,0.1517,NaN,NaN,NaN,NaN,NaN,0.1456,NaN,NaN,NaN,NaN,NaN,0.000850,NaN,NaN,NaN,NaN,NaN,0.000948,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0485,NaN,NaN,NaN,NaN,NaN
873,0.1518,NaN,NaN,NaN,NaN,NaN,0.1457,NaN,NaN,NaN,NaN,NaN,0.000844,NaN,NaN,NaN,NaN,NaN,0.000947,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0483,NaN,NaN,NaN,NaN,NaN
876,0.1520,NaN,NaN,NaN,NaN,NaN,0.1463,NaN,NaN,NaN,NaN,NaN,0.000841,NaN,NaN,NaN,NaN,NaN,0.000944,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0479,NaN,NaN,NaN,NaN,NaN
879,0.1523,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000836,NaN,NaN,NaN,NaN,NaN,0.000941,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0477,NaN,NaN,NaN,NaN,NaN
882,0.1526,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000832,NaN,NaN,NaN,NaN,NaN,0.000938,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0477,NaN,NaN,NaN,NaN,NaN
885,0.1526,NaN,NaN,NaN,NaN,NaN,0.1464,NaN,NaN,NaN,NaN,NaN,0.000826,NaN,NaN,NaN,NaN,NaN,0.000932,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0479,NaN,NaN,NaN,NaN,NaN
888,0.1526,NaN,NaN,NaN,NaN,NaN,0.1463,NaN,NaN,NaN,NaN,NaN,0.000822,NaN,NaN,NaN,NaN,NaN,0.000929,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0479,NaN,NaN,NaN,NaN,NaN
891,0.1527,NaN,NaN,NaN,NaN,NaN,0.1465,NaN,NaN,NaN,NaN,NaN,0.000816,NaN,NaN,NaN,NaN,NaN,0.000927,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0477,NaN,NaN,NaN,NaN,NaN
894,0.1527,NaN,NaN,NaN,NaN,NaN,0.1469,NaN,NaN,NaN,NaN,NaN,0.000814,NaN,NaN,NaN,NaN,NaN,0.000923,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0475,NaN,NaN,NaN,NaN,NaN
897,0.1528,NaN,NaN,NaN,NaN,NaN,0.1472,NaN,NaN,NaN,NaN,NaN,0.000811,NaN,NaN,NaN,NaN,NaN,0.000920,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0473,NaN,NaN,NaN,NaN,NaN
900,0.1528,NaN,NaN,NaN,NaN,NaN,0.1471,NaN,NaN,NaN,NaN,NaN,0.000809,NaN,NaN,NaN,NaN,NaN,0.000916,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0473,NaN,NaN,NaN,NaN,NaN
903,0.1530,NaN,NaN,NaN,NaN,NaN,0.1470,NaN,NaN,NaN,NaN,NaN,0.000805,NaN,NaN,NaN,NaN,NaN,0.000909,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0474,NaN,NaN,NaN,NaN,NaN
