Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,HFG_TC_1,HFG_TC_2,HFG_TC_3,HFG_TC_4,TC_WALL_1,TC_WALL_2,TC_CEIL_1,TC_CEIL_2,TC_CEIL_3,TC_CEIL_4,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_TC_1,BDVP_DOOR_TC_2,BDVP_DOOR_TC_3,BDVP_DOOR_TC_4,BDVP_DOOR_TC_5,BDVP_DOOR_TC_6,BDVP_WINDOW_TC_1,BDVP_WINDOW_TC_2,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,BDVP_WINDOW_VEL_1,BDVP_WINDOW_VEL_2,SMOKE_EXT,Y_CO2,Y_CO,Y_SOOT,HRR
 520.00,  48.07,  14.33,  18.71,  56.98,  19.16,  18.21,  18.80,  19.18, 701.10, 579.92, 664.44, 423.86, 481.52, 393.19, 721.33, 477.46, 331.92, 262.23, 230.55, 228.42, 483.33, 452.94, 396.92, 277.88, 204.22, 161.66, 269.28, 111.53, 102.90,  68.73,  73.68,  63.25,2289.57,2289.37,   1.36,   0.44,  -0.01,  -0.17,  -0.18,  -0.18,   0.00,   0.00,   4.52,   3.17,   0.08,   0.01,  40.27
 530.00,  47.92,  14.55,  18.77,  57.17,  19.19,  18.20,  18.83,  19.17, 695.37, 543.63, 666.84, 428.42, 481.83, 392.94, 715.68, 476.23, 335.26, 267.82, 232.27, 230.61, 489.65, 458.74, 400.61, 281.89, 206.82, 164.93, 269.09, 110.42, 101.87,  70.25,  78.69,  67.38,2289.58,2289.38,   1.36,   0.43,  -0.15,  -0.17,  -0.21,  -0.18,   0.00,   0.00,   4.49,   3.10,   0.07,   0.01,  41.18
 540.00,  46.58,  14.59,  19.30,  56.36,  19.21,  18.19,  18.85,  19.18, 701.48, 558.76, 664.26, 430.98, 482.61, 388.26, 707.21, 476.79, 338.07, 275.81, 235.45, 232.50, 494.51, 459.86, 399.67, 282.98, 209.25, 167.73, 272.25, 113.69, 101.21,  70.56,  80.37,  67.57,2289.57,2289.37,   1.38,   0.40,  -0.16,  -0.18,  -0.20,  -0.17,   0.00,   0.00,   4.14,   3.05,   0.07,   0.01,  41.53
 550.00,  47.37,  14.45,  18.92,  56.46,  19.24,  18.20,  18.87,  19.17, 698.47, 549.19, 658.21, 428.09, 479.38, 381.32, 711.47, 476.46, 334.65, 275.35, 236.59, 233.36, 494.42, 459.67, 398.43, 284.18, 211.46, 169.78, 274.46, 114.66, 106.71,  75.33,  82.48,  68.42,2289.57,2289.37,   1.42,   0.45,  -0.10,  -0.17,  -0.20,  -0.15,   0.00,   0.00,   4.17,   3.11,   0.07,   0.01,  42.53
 560.00,  49.83,  14.89,  19.38,  56.91,  19.25,  18.18,  18.88,  19.17, 694.27, 558.85, 659.65, 428.78, 478.15, 373.73, 720.30, 481.34, 337.45, 275.99, 238.12, 236.75, 488.22, 458.73, 401.55, 287.63, 214.30, 172.50, 276.24, 113.33, 104.88,  73.26,  84.43,  70.86,2289.58,2289.37,   1.38,   0.44,  -0.13,  -0.16,  -0.20,  -0.16,   0.00,   0.00,   3.97,   3.11,   0.07,   0.01,  41.27
 570.00,  46.48,  14.80,  19.86,  56.78,  19.29,  18.17,  18.91,  19.18, 722.15, 566.27, 653.93, 429.28, 473.68, 372.43, 718.55, 478.30, 337.49, 275.78, 242.64, 240.21, 489.03, 462.84, 404.75, 292.86, 216.04, 175.36, 279.28, 117.52, 108.35,  75.12,  86.80,  72.68,2289.56,2289.36,   1.41,   0.48,  -0.02,  -0.17,  -0.20,  -0.18,   0.00,   0.00,   4.15,   3.24,   0.08,   0.01,  38.53
 580.00,  49.45,  15.08,  20.48,  59.11,  19.34,  18.18,  18.94,  19.19, 705.07, 580.76, 662.50, 427.38, 474.77, 366.47, 724.08, 478.18, 332.07, 277.53, 242.22, 240.75, 494.93, 462.85, 407.89, 288.10, 217.15, 174.33, 283.83, 119.84, 107.59,  71.98,  82.23,  67.55,2289.56,2289.36,   1.44,   0.49,   0.02,  -0.20,  -0.22,  -0.19,   0.00,   0.00,   3.53,   3.20,   0.09,   0.01,  36.39
 590.00,  50.06,  15.06,  19.51,  59.13,  19.36,  18.16,  18.95,  19.21, 715.12, 606.23, 655.05, 429.77, 473.03, 364.00, 730.85, 480.22, 331.22, 281.27, 248.84, 243.90, 493.24, 462.48, 408.24, 298.97, 219.55, 175.99, 283.60, 119.96, 106.93,  75.12,  86.07,  72.63,2289.57,2289.36,   1.42,   0.48,  -0.01,  -0.16,  -0.21,  -0.18,   0.00,   0.00,   4.33,   3.22,   0.08,   0.01,  38.34
 600.00,  48.22,  15.25,  20.42,  60.73,  19.39,  18.18,  18.99,  19.22, 719.73, 611.88, 655.15, 424.64, 471.01, 362.04, 710.15, 485.24, 336.38, 274.44, 248.43, 245.15, 496.22, 465.18, 413.40, 316.71, 221.80, 176.93, 285.05, 122.10, 112.30,  77.84,  86.41,  71.93,2289.58,2289.38,   1.42,   0.46,   0.01,  -0.15,  -0.20,  -0.20,   0.00,   0.00,   4.07,   2.91,   0.07,   0.01,  41.50
 610.00,  40.70,  13.96,  16.21,  57.08,  19.38,  18.15,  18.99,  19.22, 698.64, 596.97, 649.53, 414.08, 457.73, 352.34, 681.87, 481.77, 335.32, 276.01, 250.43, 244.37, 490.01, 457.86, 411.26, 306.18, 224.50, 176.30, 287.15, 123.58, 112.52,  76.24,  84.76,  69.98,2289.57,2289.37,   1.41,   0.45,  -0.08,  -0.20,  -0.24,  -0.22,   0.00,   0.00,   3.28,   2.86,   0.06,   0.01,  37.16
 620.00,  17.99,   8.92,   7.75,  33.03,  19.39,  18.16,  19.00,  19.22, 566.17, 469.22, 511.93, 353.69, 375.28, 305.46, 543.27, 426.17, 305.12, 257.29, 238.69, 235.30, 426.64, 404.61, 360.83, 268.87, 214.90, 172.52, 274.01, 119.11, 110.04,  72.89,  80.16,  66.60,2289.57,2289.37,   1.24,   0.42,  -0.01,  -0.18,  -0.23,  -0.21,   0.00,   0.00,   2.49,   5.07,   0.08,   0.01,  16.47
 630.00,  11.36,   6.23,   7.59,  10.92,  19.34,  18.11,  18.97,  19.12, 420.87, 336.49, 433.99, 313.56, 325.86, 277.92, 463.53, 346.00, 264.42, 232.12, 221.73, 217.89, 359.35, 341.98, 305.03, 232.96, 198.98, 161.78, 252.69, 113.06, 103.05,  66.73,  75.32,  61.25,2289.56,2289.36,   1.07,   0.39,  -0.10,  -0.19,  -0.21,  -0.19,   0.00,   0.00,   1.90,   3.64,   0.18,   0.00,   4.59
 640.00,   9.33,   5.17,   7.28,   8.10,  19.29,  18.11,  18.97,  19.03, 383.64, 294.70, 410.75, 298.87, 307.08, 264.71, 417.21, 299.32, 232.34, 208.20, 207.37, 202.04, 319.57, 301.96, 268.83, 210.41, 184.62, 150.81, 236.99, 107.10,  98.57,  63.96,  71.12,  57.97,2289.57,2289.37,   0.98,   0.38,   0.10,  -0.12,  -0.18,  -0.15,   0.00,   0.00,   1.72,   0.00,   0.17,   0.00,   2.16
 650.00,   8.23,   4.51,   7.27,   6.23,  19.25,  18.12,  18.97,  18.97, 361.61, 275.95, 393.70, 288.70, 294.81, 255.29, 381.79, 268.53, 212.37, 196.67, 194.68, 188.49, 294.57, 274.27, 241.47, 190.51, 171.87, 141.22, 225.17, 102.22,  91.93,  62.38,  69.09,  57.75,2289.56,2289.36,   0.89,   0.29,  -0.10,  -0.13,  -0.16,  -0.13,   0.00,   0.00,   1.56,   0.00,   0.12,   0.00,   3.02
 660.00,   7.51,   4.05,   7.24,   5.86,  19.19,  18.10,  18.95,  18.89, 349.72, 264.14, 380.42, 280.76, 285.77, 248.05, 357.16, 244.17, 197.12, 186.83, 181.88, 175.25, 274.80, 253.65, 221.80, 179.16, 160.67, 131.56, 216.08,  98.53,  86.05,  58.32,  66.23,  55.43,2289.58,2289.38,   0.89,   0.34,   0.01,  -0.14,  -0.15,  -0.12,   0.00,   0.00,   1.35,   0.29,   0.11,   0.00,   2.78
 670.00,   6.80,   3.67,   6.91,   5.12,  19.13,  18.09,  18.91,  18.82, 335.56, 252.66, 369.43, 274.38, 278.55, 242.07, 337.93, 229.46, 181.92, 174.60, 169.89, 163.96, 259.34, 235.01, 204.96, 170.65, 151.93, 123.53, 205.30,  94.52,  83.50,  55.34,  62.14,  51.45,2289.56,2289.35,   0.82,   0.33,   0.06,  -0.13,  -0.16,  -0.12,   0.00,   0.00,   0.99,   0.00,   0.16,   0.00,   1.24
 680.00,   6.17,   3.29,   6.05,   4.73,  19.08,  18.06,  18.87,  18.76, 324.45, 240.96, 359.63, 269.03, 272.42, 236.86, 320.59, 219.11, 169.51, 160.37, 159.10, 155.15, 246.40, 219.04, 192.83, 161.11, 144.98, 117.68, 197.65,  92.71,  78.80,  52.96,  58.08,  50.31,2289.56,2289.36,   0.78,   0.32,   0.06,  -0.11,  -0.14,  -0.11,   0.00,   0.00,   0.81,   0.00,   0.22,   0.00,   0.22
 690.00,   5.74,   3.07,   5.59,   4.18,  19.05,  18.06,  18.85,  18.70, 315.38, 232.55, 351.13, 264.50, 267.11, 232.31, 305.24, 201.08, 163.87, 159.77, 153.04, 147.24, 235.72, 204.74, 181.41, 155.71, 138.29, 113.49, 188.73,  89.86,  75.02,  50.47,  58.58,  50.44,2289.56,2289.36,   0.78,   0.33,   0.02,  -0.12,  -0.15,  -0.10,   0.00,   0.00,   0.65,   0.00,   0.05,   0.00,   1.18
 700.00,   5.59,   2.90,   4.90,   3.92,  19.01,  18.03,  18.82,  18.66, 306.38, 224.73, 343.22, 260.27, 262.47, 228.14, 292.33, 193.28, 155.21, 148.22, 144.66, 140.52, 226.24, 193.77, 172.10, 149.40, 132.30, 108.21, 181.02,  85.38,  73.18,  48.86,  54.76,  47.13,2289.55,2289.35,   0.74,   0.33,   0.09,  -0.13,  -0.16,  -0.13,   0.00,   0.00,   0.30,   0.00,   0.09,   0.02,   0.19
 710.00,   5.45,   2.73,   4.56,   3.78,  18.98,  18.04,  18.80,  18.62, 300.07, 219.23, 335.71, 256.27, 258.14, 224.23, 281.49, 188.33, 146.04, 140.41, 137.74, 135.40, 217.82, 184.23, 164.73, 144.08, 128.04, 103.43, 173.83,  81.14,  69.64,  47.33,  52.66,  45.67,2289.56,2289.36,   0.68,   0.25,  -0.00,  -0.13,  -0.14,  -0.12,   0.00,   0.00,   0.10,   0.00,   0.10,   0.01,  -0.34
 720.00,   4.90,   2.63,   3.91,   3.73,  18.94,  18.01,  18.76,  18.57, 292.99, 213.98, 328.88, 252.58, 254.24, 220.60, 270.93, 183.53, 139.72, 131.50, 130.62, 130.49, 210.37, 176.52, 158.73, 139.60, 124.60, 100.49, 166.67,  79.00,  66.92,  47.53,  53.29,  46.54,2289.55,2289.35,   0.68,   0.27,  -0.10,  -0.13,  -0.15,  -0.12,   0.00,   0.00,   0.23,   0.00,   0.10,   0.04,   0.41
 730.00,   4.43,   2.44,   3.55,   3.28,  18.89,  18.00,  18.71,  18.52, 287.08, 207.99, 322.53, 249.06, 250.34, 217.21, 259.93, 171.34, 134.76, 131.01, 128.51, 125.88, 203.56, 167.83, 152.34, 134.74, 120.17,  98.30, 161.46,  79.89,  66.73,  45.41,  52.15,  46.28,2289.58,2289.38,   0.67,   0.25,   0.04,  -0.12,  -0.12,  -0.11,   0.00,   0.00,   0.24,   0.00,   0.12,   0.00,   2.04
 740.00,   4.26,   2.35,   3.18,   3.14,  18.86,  17.97,  18.67,  18.47, 280.41, 202.99, 316.49, 245.58, 246.74, 213.98, 251.10, 167.71, 130.32, 126.25, 123.57, 120.72, 196.79, 160.95, 146.71, 131.03, 114.59,  93.95, 157.60,  79.31,  64.19,  44.17,  51.18,  45.50,2289.57,2289.36,   0.67,   0.29,   0.06,  -0.13,  -0.13,  -0.09,   0.00,   0.00,   0.36,   0.00,   0.06,   0.00,   2.00
 750.00,   4.18,   2.20,   2.88,   2.93,  18.80,  17.96,  18.62,  18.44, 276.74, 201.62, 310.80, 242.35, 243.22, 210.87, 243.55, 163.73, 125.36, 119.82, 117.65, 117.11, 191.56, 155.21, 143.20, 128.03, 112.28,  90.16, 152.32,  78.47,  63.11,  44.21,  50.74,  45.08,2289.56,2289.36,   0.63,   0.26,   0.04,  -0.12,  -0.13,  -0.08,   0.00,   0.00,   0.35,   0.00,   0.12,   0.00,   0.81
 760.00,   3.89,   2.15,   2.81,   2.61,  18.79,  17.97,  18.61,  18.41, 270.74, 193.28, 305.29, 239.13, 239.91, 207.96, 237.18, 159.47, 121.66, 118.39, 114.48, 114.61, 186.87, 150.46, 139.25, 124.03, 111.06,  89.32, 146.66,  75.84,  60.58,  44.30,  51.07,  44.07,2289.58,2289.38,   0.60,   0.23,  -0.05,  -0.11,  -0.12,  -0.09,   0.00,   0.00,   0.45,   0.00,   0.07,   0.00,   1.17
 770.00,   3.68,   2.02,   2.53,   2.47,  18.76,  17.93,  18.56,  18.37, 264.45, 190.28, 300.13, 236.04, 236.66, 205.17, 230.54, 153.64, 118.15, 115.75, 112.57, 111.55, 182.33, 146.06, 135.12, 119.09, 108.70,  86.88, 140.96,  73.76,  59.98,  42.56,  49.90,  43.20,2289.58,2289.38,   0.60,   0.26,   0.13,  -0.06,  -0.11,  -0.09,   0.00,   0.00,   0.56,   0.00,   0.05,   0.00,   1.81
 780.00,   3.79,   1.93,   2.46,   2.35,  18.73,  17.93,  18.53,  18.33, 261.20, 187.09, 295.11, 233.03, 233.44, 202.51, 224.38, 147.86, 115.23, 113.17, 110.48, 109.26, 178.25, 141.82, 130.50, 116.54, 105.91,  84.87, 137.20,  71.99,  58.88,  41.92,  47.26,  41.71,2289.57,2289.37,   0.60,   0.25,   0.13,  -0.10,  -0.12,  -0.03,   0.00,   0.00,   0.41,   0.00,   0.05,   0.00,   0.19
 790.00,   3.44,   1.89,   2.44,   2.16,  18.69,  17.92,  18.50,  18.29, 257.95, 183.13, 290.33, 230.14, 230.42, 199.97, 219.62, 145.58, 111.71, 108.69, 106.23, 106.86, 174.82, 138.49, 127.28, 111.02, 103.54,  82.20, 132.42,  70.23,  55.62,  40.27,  46.70,  40.59,2289.55,2289.35,   0.56,   0.27,   0.07,  -0.09,  -0.11,  -0.05,   0.00,   0.00,   0.39,   0.00,   0.08,   0.00,   1.18
 800.00,   3.20,   1.80,   2.20,   2.29,  18.67,  17.92,  18.48,  18.29, 250.60, 180.09, 285.86, 227.24, 227.35, 197.53, 214.07, 141.61, 107.85, 104.83, 103.79, 103.38, 171.09, 134.89, 123.83, 108.38, 101.12,  81.47, 129.83,  70.96,  57.01,  39.81,  46.44,  40.61,2289.58,2289.37,   0.54,   0.23,   0.04,  -0.11,  -0.10,  -0.07,   0.00,   0.00,   0.31,   0.00,   0.03,   0.00,   1.69
 810.00,   3.07,   1.72,   2.13,   2.13,  18.65,  17.90,  18.46,  18.27, 247.17, 175.40, 281.41, 224.39, 224.28, 195.06, 208.67, 138.37, 105.78, 101.26,  99.07, 100.24, 167.62, 131.14, 121.52, 107.56,  99.11,  79.56, 127.59,  71.78,  58.04,  40.34,  45.12,  39.52,2289.57,2289.37,   0.53,   0.24,   0.03,  -0.08,  -0.11,  -0.08,   0.00,   0.00,   0.25,   0.00,   0.01,   0.00,  -1.38
 820.00,   2.82,   1.72,   2.02,   1.89,  18.65,  17.92,  18.45,  18.26, 240.97, 170.77, 277.19, 221.72, 221.42, 192.82, 203.81, 133.80, 104.10, 101.13,  99.14,  99.05, 164.78, 128.02, 118.58, 106.49,  97.88,  79.24, 123.67,  71.31,  55.43,  40.04,  46.54,  38.54,2289.57,2289.37,   0.51,   0.20,  -0.11,  -0.10,  -0.09,  -0.06,   0.00,   0.00,   0.27,   0.37,   0.04,   0.00,   1.49
 830.00,   2.72,   1.61,   1.82,   1.89,  18.61,  17.90,  18.41,  18.23, 237.25, 168.29, 273.05, 219.05, 218.47, 190.61, 199.03, 129.02, 102.42, 101.19,  98.35,  97.26, 161.80, 124.91, 114.42, 103.62,  96.00,  78.31, 120.62,  71.41,  55.69,  39.96,  45.76,  39.29,2289.58,2289.37,   0.52,   0.22,  -0.06,  -0.09,  -0.10,  -0.05,   0.00,   0.00,   0.09,   0.00,   0.05,   0.00,   1.01
 840.00,   2.51,   1.57,   1.61,   1.79,  18.57,  17.88,  18.38,  18.20, 233.16, 164.84, 268.93, 216.36, 215.64, 188.43, 194.69, 126.09,  99.59,  95.91,  94.90,  94.95, 158.76, 121.04, 111.46, 100.75,  94.03,  76.59, 117.72,  70.40,  56.68,  40.02,  44.41,  39.28,2289.58,2289.37,   0.52,   0.24,   0.04,  -0.10,  -0.09,  -0.07,   0.00,   0.00,  -0.12,   0.00,   0.02,   0.00,   1.59
 850.00,   2.45,   1.51,   1.67,   1.69,  18.55,  17.86,  18.36,  18.18, 228.36, 162.34, 265.09, 213.71, 212.95, 186.28, 190.16, 123.10,  96.80,  93.65,  92.94,  92.02, 156.09, 117.42, 108.75,  99.41,  91.57,  74.97, 113.81,  68.30,  55.78,  38.84,  43.95,  39.71,2289.56,2289.35,   0.50,   0.26,   0.09,  -0.08,  -0.11,  -0.11,   0.00,   0.00,  -0.32,   0.00,   0.01,   0.00,   1.93
 860.00,   2.59,   1.49,   1.49,   1.53,  18.51,  17.86,  18.34,  18.17, 226.40, 162.10, 261.32, 211.09, 210.21, 184.14, 186.53, 119.88,  94.37,  90.27,  91.63,  90.15, 153.17, 114.36, 106.98,  97.96,  88.15,  72.93, 109.90,  64.63,  53.93,  37.79,  42.16,  37.81,2289.57,2289.37,   0.47,   0.22,   0.01,  -0.10,  -0.11,  -0.09,   0.00,   0.00,  -0.61,   0.00,   0.04,   0.00,   1.38
 870.00,   2.37,   1.43,   1.43,   1.58,  18.51,  17.85,  18.34,  18.16, 223.63, 159.03, 257.64, 208.62, 207.66, 182.11, 183.48, 118.59,  93.76,  88.72,  90.03,  88.66, 150.88, 112.41, 105.50,  95.49,  87.00,  71.77, 107.66,  64.07,  52.49,  37.05,  42.16,  37.89,2289.58,2289.37,   0.49,   0.27,   0.07,  -0.10,  -0.09,  -0.07,   0.00,   0.00,  -0.70,   0.00,   0.06,   0.00,   0.12
 880.00,   2.27,   1.42,   1.41,   1.47,  18.51,  17.85,  18.34,  18.14, 219.83, 155.91, 254.11, 206.22, 205.13, 180.19, 180.02, 115.76,  91.55,  87.55,  89.11,  87.61, 148.65, 110.53, 104.07,  93.93,  85.72,  70.29, 105.74,  63.86,  51.88,  36.81,  42.07,  37.35,2289.58,2289.37,   0.47,   0.21,  -0.03,  -0.09,  -0.08,  -0.08,   0.00,   0.00,  -0.76,   0.00,   0.10,   0.00,  -0.13
 890.00,   2.09,   1.32,   1.38,   1.39,  18.49,  17.85,  18.31,  18.13, 215.73, 151.77, 250.75, 203.80, 202.64, 178.30, 176.76, 112.28,  90.89,  87.90,  87.28,  86.14, 146.47, 109.52, 102.49,  91.42,  84.69,  69.25, 102.82,  63.41,  51.46,  36.67,  41.10,  38.69,2289.57,2289.37,   0.46,   0.23,   0.07,  -0.08,  -0.11,  -0.05,   0.00,   0.00,  -0.77,   0.00,   0.07,   0.00,  -0.81
 900.00,   2.20,   1.33,   1.10,   1.41,  18.48,  17.86,  18.31,  18.12, 214.10, 151.13, 247.42, 201.53, 200.25, 176.45, 174.28, 112.41,  89.59,  86.40,  84.55,  83.36, 144.39, 106.62, 100.94,  91.09,  83.16,  68.14, 101.62,  62.57,  50.26,  36.61,  40.68,  37.17,2289.60,2289.40,   0.45,   0.22,   0.03,  -0.08,  -0.05,  -0.02,   0.00,   0.00,  -0.78,   0.64,   0.02,   0.00,   1.73
 910.00,   1.88,   1.28,   1.14,   1.22,  18.46,  17.84,  18.29,  18.09, 210.53, 149.22, 244.27, 199.21, 197.90, 174.67, 170.97, 111.05,  88.25,  84.99,  85.14,  82.48, 142.29, 104.55,  99.59,  89.64,  81.99,  67.59,  98.94,  62.71,  48.76,  37.21,  41.92,  37.46,2289.60,2289.40,   0.45,   0.21,   0.05,  -0.04,  -0.05,  -0.08,   0.00,   0.00,  -0.71,   0.00,   0.08,   0.00,   1.29
