Time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,HF1,HF2,HF3,HF4,Upper Pressure,Lower Pressure,Fuel Mass,Upper O2,Upper CO,Upper CO2,Lower O2,Lower CO,Lower CO2,Adjusted Upper O2,Adjusted Upper CO,Adjusted Upper CO2,Adjusted Lower O2,Adjusted Lower CO,Adjusted Lower CO2,Adjusted Burning rate,Total Burning Rate
 275., 456.9, 473.2, 473.6, 473.9, 467.8, 466.0, 459.2, 448.3, 437.0, 423.4, 239.2, 138.1, 499.3, 494.5, 471.4, 397.8, 485.4, 470.0, 458.7,  11.14,  14.25,  15.90,  14.99,      1.6,     -0.9,   3.3,  2.529E-02,  5.496E-03,  2.401E-02,  4.616E-02,  7.252E-03,  8.177E-02,  4.690E-02,  4.260E-03,  1.075E-01,  5.557E-02,  3.309E-03,  6.963E-02,   5.7, 0.000041
 280., 397.6, 413.9, 418.0, 418.8, 410.4, 406.3, 397.9, 388.7, 378.8, 367.0, 200.5, 104.0, 446.1, 434.4, 415.6, 336.3, 434.6, 422.6, 405.3,   9.52,  12.60,  12.76,  12.70,      1.6,     -0.7,   3.1,  2.527E-02,  5.494E-03,  2.402E-02,  4.753E-02,  5.695E-03,  8.111E-02,  6.371E-02,  2.962E-03,  9.753E-02,  5.955E-02,  3.032E-03,  4.823E-02,   4.8, 0.000034
 285., 362.8, 378.7, 383.3, 383.9, 377.0, 371.9, 363.4, 352.9, 343.0, 330.5, 173.7,  83.4, 411.2, 397.4, 376.5, 303.4, 401.8, 390.2, 370.6,   7.99,  10.95,  11.37,  11.47,      1.6,     -0.7,   2.9,  2.532E-02,  5.416E-03,  2.402E-02,  4.972E-02,  4.399E-03,  7.063E-02,  8.266E-02,  2.149E-03,  8.562E-02,  6.552E-02,  2.895E-03,  3.089E-02,   4.6, 0.000033
 290., 341.5, 355.7, 358.7, 359.6, 353.4, 347.5, 339.0, 328.2, 318.0, 305.8, 151.9,  69.6, 386.9, 370.8, 347.1, 276.8, 378.2, 365.4, 344.0,   7.79,  10.05,  10.20,  10.56,      1.5,     -0.7,   2.8,  2.630E-02,  5.172E-03,  2.384E-02,  5.229E-02,  3.078E-03,  4.923E-02,  1.017E-01,  1.631E-03,  7.311E-02,  8.308E-02,  2.672E-03,  1.956E-02,   4.3, 0.000031
 295., 325.1, 337.5, 340.6, 341.0, 335.2, 327.6, 319.4, 308.5, 298.5, 286.2, 138.6,  60.7, 368.0, 350.6, 324.9, 257.5, 359.9, 345.4, 325.1,   6.72,   9.23,   9.59,   9.89,      1.5,     -0.6,   2.6,  2.786E-02,  4.903E-03,  2.371E-02,  5.556E-02,  2.219E-03,  3.189E-02,  1.187E-01,  1.321E-03,  6.140E-02,  1.116E-01,  2.464E-03,  1.284E-02,   3.6, 0.000025
 300., 312.3, 322.5, 325.1, 325.6, 320.3, 313.6, 304.5, 293.7, 283.1, 271.1, 130.4,  55.0, 352.5, 333.8, 303.9, 245.5, 344.8, 327.9, 309.0,   6.56,   8.29,   8.98,   9.21,      1.4,     -0.6,   2.5,  2.962E-02,  4.586E-03,  2.353E-02,  5.968E-02,  1.677E-03,  2.056E-02,  1.332E-01,  1.102E-03,  5.091E-02,  1.402E-01,  2.306E-03,  9.023E-03,   3.5, 0.000025
 305., 300.2, 310.2, 312.2, 312.6, 307.7, 301.5, 292.1, 280.7, 270.4, 257.8, 123.3,  49.5, 339.6, 319.7, 292.8, 225.0, 331.9, 313.5, 294.6,   5.80,   7.72,   8.41,   8.69,      1.4,     -0.6,   2.4,  3.209E-02,  4.171E-03,  2.338E-02,  6.704E-02,  1.347E-03,  1.384E-02,  1.453E-01,  9.707E-04,  4.212E-02,  1.625E-01,  2.105E-03,  6.787E-03,   3.6, 0.000025
 310., 289.7, 299.6, 300.8, 301.6, 297.0, 290.7, 280.4, 269.5, 259.1, 245.2, 113.2,  45.4, 328.0, 308.0, 280.1, 209.8, 320.8, 301.6, 282.2,   5.34,   7.25,   7.91,   8.24,      1.4,     -0.6,   2.3,  3.579E-02,  3.775E-03,  2.296E-02,  8.756E-02,  1.123E-03,  1.002E-02,  1.565E-01,  8.542E-04,  3.556E-02,  1.780E-01,  1.934E-03,  5.238E-03,   2.8, 0.000020
 315., 281.7, 290.1, 290.7, 291.5, 287.2, 280.5, 269.7, 259.1, 248.8, 235.4, 109.9,  43.0, 317.6, 297.3, 271.4, 198.4, 310.9, 290.8, 272.3,   4.94,   7.00,   7.52,   7.88,      1.3,     -0.6,   2.2,  4.452E-02,  3.434E-03,  2.185E-02,  1.169E-01,  9.828E-04,  7.787E-03,  1.649E-01,  7.784E-04,  2.914E-02,  1.880E-01,  1.710E-03,  4.251E-03,   3.3, 0.000023
 320., 273.3, 281.6, 281.5, 282.5, 278.4, 271.8, 259.1, 249.4, 239.0, 226.1, 105.8,  40.7, 308.6, 288.0, 262.8, 182.8, 302.0, 282.1, 262.8,   4.38,   6.36,   7.06,   7.56,      1.3,     -0.6,   2.1,  6.069E-02,  3.212E-03,  2.001E-02,  1.445E-01,  8.642E-04,  6.238E-03,  1.726E-01,  6.980E-04,  2.430E-02,  1.945E-01,  1.559E-03,  3.489E-03,   2.7, 0.000019
 325., 266.3, 273.4, 273.3, 274.2, 270.2, 263.7, 252.1, 241.4, 229.9, 217.2,  99.8,  38.2, 299.9, 279.5, 255.9, 170.2, 293.6, 273.8, 253.1,   4.12,   6.03,   6.74,   7.27,      1.3,     -0.6,   2.0,  7.934E-02,  2.987E-03,  1.764E-02,  1.654E-01,  7.854E-04,  5.251E-03,  1.790E-01,  6.429E-04,  2.030E-02,  1.985E-01,  1.384E-03,  2.745E-03,   2.8, 0.000020
 330., 258.8, 265.9, 266.0, 266.5, 262.4, 255.8, 244.5, 234.0, 222.6, 210.1,  96.5,  36.1, 292.0, 271.8, 248.6, 160.0, 286.0, 265.8, 243.6,   3.77,   5.78,   6.45,   7.08,      1.2,     -0.6,   1.9,  9.836E-02,  2.798E-03,  1.513E-02,  1.796E-01,  7.047E-04,  4.489E-03,  1.846E-01,  5.854E-04,  1.682E-02,  2.011E-01,  1.273E-03,  2.121E-03,   2.4, 0.000017
 335., 251.8, 259.0, 259.0, 259.3, 254.9, 248.0, 236.7, 226.4, 216.0, 203.8,  94.2,  33.9, 284.9, 264.2, 241.7, 151.5, 278.9, 258.1, 235.3,   3.46,   5.60,   6.20,   6.72,      1.2,     -0.6,   1.8,  1.156E-01,  2.607E-03,  1.273E-02,  1.888E-01,  6.504E-04,  3.745E-03,  1.889E-01,  5.350E-04,  1.391E-02,  2.029E-01,  1.165E-03,  1.675E-03,   2.3, 0.000017
 340., 245.3, 252.9, 252.5, 252.7, 248.2, 240.7, 229.8, 219.3, 209.0, 197.2,  91.9,  32.3, 278.2, 257.5, 235.5, 144.5, 272.5, 251.1, 227.8,   3.56,   5.17,   5.92,   6.40,      1.2,     -0.6,   1.7,  1.308E-01,  2.401E-03,  1.062E-02,  1.947E-01,  5.901E-04,  3.121E-03,  1.926E-01,  5.003E-04,  1.173E-02,  2.042E-01,  9.903E-04,  1.360E-03,   2.6, 0.000018
 345., 239.5, 246.6, 246.2, 246.5, 241.9, 234.5, 224.1, 213.9, 204.0, 191.5,  88.3,  31.0, 272.1, 251.3, 229.5, 138.6, 266.4, 244.8, 221.1,   3.41,   5.03,   5.74,   6.24,      1.2,     -0.6,   1.6,  1.430E-01,  2.224E-03,  8.749E-03,  1.984E-01,  5.408E-04,  2.675E-03,  1.955E-01,  4.506E-04,  9.871E-03,  2.052E-01,  8.806E-04,  1.134E-03,   2.4, 0.000017
 350., 234.1, 241.2, 240.6, 240.9, 236.3, 229.0, 218.6, 208.1, 198.3, 185.8,  84.4,  29.7, 266.3, 245.2, 223.7, 132.9, 260.7, 238.8, 214.7,   3.00,   4.74,   5.56,   5.94,      1.2,     -0.6,   1.5,  1.552E-01,  2.012E-03,  7.377E-03,  2.008E-01,  5.029E-04,  2.360E-03,  1.978E-01,  4.104E-04,  8.482E-03,  2.060E-01,  7.978E-04,  9.746E-04,   2.0, 0.000014
