Code,Number,Material,DataFile,ResultDir,InputFileDir,ExpFileDir,ReferenceExposure,ReferenceTime,ReferenceHRRPUA,ValidationTimes,ValidationHrrpuaColumns,ValidationFluxes,Density,Conductivity,SpecificHeat,Emissivity,Thickness,IgnitionTemperature,IgnitionTemperatureBasis,HeaderRows,FYI
d,1,FSRI_PE_Foam_Pipe_Insulation,../../../exp/FSRI_Materials/FSRI_PE_Foam_Pipe_Insulation-25.csv|../../../exp/FSRI_Materials/FSRI_PE_Foam_Pipe_Insulation-50.csv|../../../exp/FSRI_Materials/FSRI_PE_Foam_Pipe_Insulation-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PE_Foam_Pipe_Insulation-50.csv-Time,FSRI_PE_Foam_Pipe_Insulation-50.csv-HRRPUA,FSRI_PE_Foam_Pipe_Insulation-25.csv-Time|FSRI_PE_Foam_Pipe_Insulation-50.csv-Time|FSRI_PE_Foam_Pipe_Insulation-75.csv-Time,FSRI_PE_Foam_Pipe_Insulation-25.csv-HRRPUA|FSRI_PE_Foam_Pipe_Insulation-50.csv-HRRPUA|FSRI_PE_Foam_Pipe_Insulation-75.csv-HRRPUA,25|50|75,35.3,0.0580,2.5810,1.0000,0.01089000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Pine_Siding,../../../exp/FSRI_Materials/FSRI_Pine_Siding-25.csv|../../../exp/FSRI_Materials/FSRI_Pine_Siding-50.csv|../../../exp/FSRI_Materials/FSRI_Pine_Siding-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Pine_Siding-50.csv-Time,FSRI_Pine_Siding-50.csv-HRRPUA,FSRI_Pine_Siding-25.csv-Time|FSRI_Pine_Siding-50.csv-Time|FSRI_Pine_Siding-75.csv-Time,FSRI_Pine_Siding-25.csv-HRRPUA|FSRI_Pine_Siding-50.csv-HRRPUA|FSRI_Pine_Siding-75.csv-HRRPUA,25|50|75,327.7,0.1140,1.8380,1.0000,0.01801000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PlasticA,../../../exp/FSRI_Materials/FSRI_PlasticA-25.csv|../../../exp/FSRI_Materials/FSRI_PlasticA-50.csv|../../../exp/FSRI_Materials/FSRI_PlasticA-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PlasticA-50.csv-Time,FSRI_PlasticA-50.csv-HRRPUA,FSRI_PlasticA-25.csv-Time|FSRI_PlasticA-50.csv-Time|FSRI_PlasticA-75.csv-Time,FSRI_PlasticA-25.csv-HRRPUA|FSRI_PlasticA-50.csv-HRRPUA|FSRI_PlasticA-75.csv-HRRPUA,25|50|75,1072.4,0.2000,1.0000,1.0000,0.00305000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PlasticB,../../../exp/FSRI_Materials/FSRI_PlasticB-25.csv|../../../exp/FSRI_Materials/FSRI_PlasticB-50.csv|../../../exp/FSRI_Materials/FSRI_PlasticB-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PlasticB-50.csv-Time,FSRI_PlasticB-50.csv-HRRPUA,FSRI_PlasticB-25.csv-Time|FSRI_PlasticB-50.csv-Time|FSRI_PlasticB-75.csv-Time,FSRI_PlasticB-25.csv-HRRPUA|FSRI_PlasticB-50.csv-HRRPUA|FSRI_PlasticB-75.csv-HRRPUA,25|50|75,1066.7,0.1280,1.3510,1.0000,0.00292000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PlasticC,../../../exp/FSRI_Materials/FSRI_PlasticC-25.csv|../../../exp/FSRI_Materials/FSRI_PlasticC-50.csv|../../../exp/FSRI_Materials/FSRI_PlasticC-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PlasticC-50.csv-Time,FSRI_PlasticC-50.csv-HRRPUA,FSRI_PlasticC-25.csv-Time|FSRI_PlasticC-50.csv-Time|FSRI_PlasticC-75.csv-Time,FSRI_PlasticC-25.csv-HRRPUA|FSRI_PlasticC-50.csv-HRRPUA|FSRI_PlasticC-75.csv-HRRPUA,25|50|75,1057.7,0.1250,1.3650,1.0000,0.00286000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Plastic_Laminate_Countertop,../../../exp/FSRI_Materials/FSRI_Plastic_Laminate_Countertop-25.csv|../../../exp/FSRI_Materials/FSRI_Plastic_Laminate_Countertop-50.csv|../../../exp/FSRI_Materials/FSRI_Plastic_Laminate_Countertop-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Plastic_Laminate_Countertop-50.csv-Time,FSRI_Plastic_Laminate_Countertop-50.csv-HRRPUA,FSRI_Plastic_Laminate_Countertop-25.csv-Time|FSRI_Plastic_Laminate_Countertop-50.csv-Time|FSRI_Plastic_Laminate_Countertop-75.csv-Time,FSRI_Plastic_Laminate_Countertop-25.csv-HRRPUA|FSRI_Plastic_Laminate_Countertop-50.csv-HRRPUA|FSRI_Plastic_Laminate_Countertop-75.csv-HRRPUA,25|50|75,756.0,0.2000,1.0000,1.0000,0.03963000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PMMA,../../../exp/FSRI_Materials/FSRI_PMMA-15.csv|../../../exp/FSRI_Materials/FSRI_PMMA-25.csv|../../../exp/FSRI_Materials/FSRI_PMMA-50.csv|../../../exp/FSRI_Materials/FSRI_PMMA-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PMMA-50.csv-Time,FSRI_PMMA-50.csv-HRRPUA,FSRI_PMMA-15.csv-Time|FSRI_PMMA-25.csv-Time|FSRI_PMMA-50.csv-Time|FSRI_PMMA-75.csv-Time,FSRI_PMMA-15.csv-HRRPUA|FSRI_PMMA-25.csv-HRRPUA|FSRI_PMMA-50.csv-HRRPUA|FSRI_PMMA-75.csv-HRRPUA,15|25|50|75,128.3,0.2000,1.0000,1.0000,0.01425583,Calculate,15|25|50|75,1|1|1|1,FSRI_materials
d,1,FSRI_Polyester_Bed_Skirt,../../../exp/FSRI_Materials/FSRI_Polyester_Bed_Skirt-25.csv|../../../exp/FSRI_Materials/FSRI_Polyester_Bed_Skirt-50.csv|../../../exp/FSRI_Materials/FSRI_Polyester_Bed_Skirt-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Polyester_Bed_Skirt-50.csv-Time,FSRI_Polyester_Bed_Skirt-50.csv-HRRPUA,FSRI_Polyester_Bed_Skirt-25.csv-Time|FSRI_Polyester_Bed_Skirt-50.csv-Time|FSRI_Polyester_Bed_Skirt-75.csv-Time,FSRI_Polyester_Bed_Skirt-25.csv-HRRPUA|FSRI_Polyester_Bed_Skirt-50.csv-HRRPUA|FSRI_Polyester_Bed_Skirt-75.csv-HRRPUA,25|50|75,431.7,0.0220,1.6110,1.0000,0.00072000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Polyester_Microfiber_Sheet,../../../exp/FSRI_Materials/FSRI_Polyester_Microfiber_Sheet-25.csv|../../../exp/FSRI_Materials/FSRI_Polyester_Microfiber_Sheet-50.csv|../../../exp/FSRI_Materials/FSRI_Polyester_Microfiber_Sheet-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Polyester_Microfiber_Sheet-50.csv-Time,FSRI_Polyester_Microfiber_Sheet-50.csv-HRRPUA,FSRI_Polyester_Microfiber_Sheet-25.csv-Time|FSRI_Polyester_Microfiber_Sheet-50.csv-Time|FSRI_Polyester_Microfiber_Sheet-75.csv-Time,FSRI_Polyester_Microfiber_Sheet-25.csv-HRRPUA|FSRI_Polyester_Microfiber_Sheet-50.csv-HRRPUA|FSRI_Polyester_Microfiber_Sheet-75.csv-HRRPUA,25|50|75,457.3,0.0190,2.0840,1.0000,0.00100000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Polyisocyanurate_Foam_Board,../../../exp/FSRI_Materials/FSRI_Polyisocyanurate_Foam_Board-25.csv|../../../exp/FSRI_Materials/FSRI_Polyisocyanurate_Foam_Board-50.csv|../../../exp/FSRI_Materials/FSRI_Polyisocyanurate_Foam_Board-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Polyisocyanurate_Foam_Board-50.csv-Time,FSRI_Polyisocyanurate_Foam_Board-50.csv-HRRPUA,FSRI_Polyisocyanurate_Foam_Board-25.csv-Time|FSRI_Polyisocyanurate_Foam_Board-50.csv-Time|FSRI_Polyisocyanurate_Foam_Board-75.csv-Time,FSRI_Polyisocyanurate_Foam_Board-25.csv-HRRPUA|FSRI_Polyisocyanurate_Foam_Board-50.csv-HRRPUA|FSRI_Polyisocyanurate_Foam_Board-75.csv-HRRPUA,25|50|75,29.2,0.2000,1.0000,1.0000,0.02324000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Polyolefin_Carpet_Low_Pile,../../../exp/FSRI_Materials/FSRI_Polyolefin_Carpet_Low_Pile-25.csv|../../../exp/FSRI_Materials/FSRI_Polyolefin_Carpet_Low_Pile-50.csv|../../../exp/FSRI_Materials/FSRI_Polyolefin_Carpet_Low_Pile-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Polyolefin_Carpet_Low_Pile-50.csv-Time,FSRI_Polyolefin_Carpet_Low_Pile-50.csv-HRRPUA,FSRI_Polyolefin_Carpet_Low_Pile-25.csv-Time|FSRI_Polyolefin_Carpet_Low_Pile-50.csv-Time|FSRI_Polyolefin_Carpet_Low_Pile-75.csv-Time,FSRI_Polyolefin_Carpet_Low_Pile-25.csv-HRRPUA|FSRI_Polyolefin_Carpet_Low_Pile-50.csv-HRRPUA|FSRI_Polyolefin_Carpet_Low_Pile-75.csv-HRRPUA,25|50|75,214.0,0.0600,1.3490,1.0000,0.00599000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PP,../../../exp/FSRI_Materials/FSRI_PP-25.csv|../../../exp/FSRI_Materials/FSRI_PP-50.csv|../../../exp/FSRI_Materials/FSRI_PP-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PP-50.csv-Time,FSRI_PP-50.csv-HRRPUA,FSRI_PP-25.csv-Time|FSRI_PP-50.csv-Time|FSRI_PP-75.csv-Time,FSRI_PP-25.csv-HRRPUA|FSRI_PP-50.csv-HRRPUA|FSRI_PP-75.csv-HRRPUA,25|50|75,886.7,0.1510,1.9200,1.0000,0.00304000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_PVC,../../../exp/FSRI_Materials/FSRI_PVC-25.csv|../../../exp/FSRI_Materials/FSRI_PVC-50.csv|../../../exp/FSRI_Materials/FSRI_PVC-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_PVC-50.csv-Time,FSRI_PVC-50.csv-HRRPUA,FSRI_PVC-25.csv-Time|FSRI_PVC-50.csv-Time|FSRI_PVC-75.csv-Time,FSRI_PVC-25.csv-HRRPUA|FSRI_PVC-50.csv-HRRPUA|FSRI_PVC-75.csv-HRRPUA,25|50|75,1388.0,0.1430,1.0760,1.0000,0.00312000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Rebond_Foam_Carpet_Pad,../../../exp/FSRI_Materials/FSRI_Rebond_Foam_Carpet_Pad-25.csv|../../../exp/FSRI_Materials/FSRI_Rebond_Foam_Carpet_Pad-50.csv|../../../exp/FSRI_Materials/FSRI_Rebond_Foam_Carpet_Pad-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Rebond_Foam_Carpet_Pad-50.csv-Time,FSRI_Rebond_Foam_Carpet_Pad-50.csv-HRRPUA,FSRI_Rebond_Foam_Carpet_Pad-25.csv-Time|FSRI_Rebond_Foam_Carpet_Pad-50.csv-Time|FSRI_Rebond_Foam_Carpet_Pad-75.csv-Time,FSRI_Rebond_Foam_Carpet_Pad-25.csv-HRRPUA|FSRI_Rebond_Foam_Carpet_Pad-50.csv-HRRPUA|FSRI_Rebond_Foam_Carpet_Pad-75.csv-HRRPUA,25|50|75,85.7,0.0440,1.8200,1.0000,0.00907000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Roof_Felt,../../../exp/FSRI_Materials/FSRI_Roof_Felt-25.csv|../../../exp/FSRI_Materials/FSRI_Roof_Felt-50.csv|../../../exp/FSRI_Materials/FSRI_Roof_Felt-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Roof_Felt-50.csv-Time,FSRI_Roof_Felt-50.csv-HRRPUA,FSRI_Roof_Felt-25.csv-Time|FSRI_Roof_Felt-50.csv-Time|FSRI_Roof_Felt-75.csv-Time,FSRI_Roof_Felt-25.csv-HRRPUA|FSRI_Roof_Felt-50.csv-HRRPUA|FSRI_Roof_Felt-75.csv-HRRPUA,25|50|75,726.3,0.0580,1.7430,1.0000,0.00086000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Rubber_Band,../../../exp/FSRI_Materials/FSRI_Rubber_Band-25.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Band-35.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Band-50.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Band-75.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Band-100.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Rubber_Band-50.csv-Time,FSRI_Rubber_Band-50.csv-HRRPUA,FSRI_Rubber_Band-25.csv-Time|FSRI_Rubber_Band-35.csv-Time|FSRI_Rubber_Band-50.csv-Time|FSRI_Rubber_Band-75.csv-Time|FSRI_Rubber_Band-100.csv-Time,FSRI_Rubber_Band-25.csv-HRRPUA|FSRI_Rubber_Band-35.csv-HRRPUA|FSRI_Rubber_Band-50.csv-HRRPUA|FSRI_Rubber_Band-75.csv-HRRPUA|FSRI_Rubber_Band-100.csv-HRRPUA,25|35|50|75|100,88.3,0.2000,1.0000,1.0000,0.02416911,Calculate,25|35|50|75|100,1|1|1|1|1,FSRI_materials
d,1,FSRI_Rubber_Foam_Pipe_Insulation,../../../exp/FSRI_Materials/FSRI_Rubber_Foam_Pipe_Insulation-25.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Foam_Pipe_Insulation-50.csv|../../../exp/FSRI_Materials/FSRI_Rubber_Foam_Pipe_Insulation-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Rubber_Foam_Pipe_Insulation-50.csv-Time,FSRI_Rubber_Foam_Pipe_Insulation-50.csv-HRRPUA,FSRI_Rubber_Foam_Pipe_Insulation-25.csv-Time|FSRI_Rubber_Foam_Pipe_Insulation-50.csv-Time|FSRI_Rubber_Foam_Pipe_Insulation-75.csv-Time,FSRI_Rubber_Foam_Pipe_Insulation-25.csv-HRRPUA|FSRI_Rubber_Foam_Pipe_Insulation-50.csv-HRRPUA|FSRI_Rubber_Foam_Pipe_Insulation-75.csv-HRRPUA,25|50|75,51.7,0.0380,1.4650,1.0000,0.01300000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Rug_Pad,../../../exp/FSRI_Materials/FSRI_Rug_Pad-25.csv|../../../exp/FSRI_Materials/FSRI_Rug_Pad-50.csv|../../../exp/FSRI_Materials/FSRI_Rug_Pad-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Rug_Pad-50.csv-Time,FSRI_Rug_Pad-50.csv-HRRPUA,FSRI_Rug_Pad-25.csv-Time|FSRI_Rug_Pad-50.csv-Time|FSRI_Rug_Pad-75.csv-Time,FSRI_Rug_Pad-25.csv-HRRPUA|FSRI_Rug_Pad-50.csv-HRRPUA|FSRI_Rug_Pad-75.csv-HRRPUA,25|50|75,176.3,0.0500,1.1000,1.0000,0.00460000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Vinyl_Plank_Flooring,../../../exp/FSRI_Materials/FSRI_Vinyl_Plank_Flooring-25.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Plank_Flooring-50.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Plank_Flooring-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Vinyl_Plank_Flooring-50.csv-Time,FSRI_Vinyl_Plank_Flooring-50.csv-HRRPUA,FSRI_Vinyl_Plank_Flooring-25.csv-Time|FSRI_Vinyl_Plank_Flooring-50.csv-Time|FSRI_Vinyl_Plank_Flooring-75.csv-Time,FSRI_Vinyl_Plank_Flooring-25.csv-HRRPUA|FSRI_Vinyl_Plank_Flooring-50.csv-HRRPUA|FSRI_Vinyl_Plank_Flooring-75.csv-HRRPUA,25|50|75,663.7,0.0740,1.3510,1.0000,0.00232000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Vinyl_Siding,../../../exp/FSRI_Materials/FSRI_Vinyl_Siding-25.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Siding-50.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Siding-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Vinyl_Siding-50.csv-Time,FSRI_Vinyl_Siding-50.csv-HRRPUA,FSRI_Vinyl_Siding-25.csv-Time|FSRI_Vinyl_Siding-50.csv-Time|FSRI_Vinyl_Siding-75.csv-Time,FSRI_Vinyl_Siding-25.csv-HRRPUA|FSRI_Vinyl_Siding-50.csv-HRRPUA|FSRI_Vinyl_Siding-75.csv-HRRPUA,25|50|75,1376.7,0.0980,1.0960,1.0000,0.00103000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Vinyl_Tile,../../../exp/FSRI_Materials/FSRI_Vinyl_Tile-25.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Tile-50.csv|../../../exp/FSRI_Materials/FSRI_Vinyl_Tile-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Vinyl_Tile-50.csv-Time,FSRI_Vinyl_Tile-50.csv-HRRPUA,FSRI_Vinyl_Tile-25.csv-Time|FSRI_Vinyl_Tile-50.csv-Time|FSRI_Vinyl_Tile-75.csv-Time,FSRI_Vinyl_Tile-25.csv-HRRPUA|FSRI_Vinyl_Tile-50.csv-HRRPUA|FSRI_Vinyl_Tile-75.csv-HRRPUA,25|50|75,2511.5,0.2000,1.0000,1.0000,0.00251000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Wood_Stud,../../../exp/FSRI_Materials/FSRI_Wood_Stud-25.csv|../../../exp/FSRI_Materials/FSRI_Wood_Stud-50.csv|../../../exp/FSRI_Materials/FSRI_Wood_Stud-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Wood_Stud-50.csv-Time,FSRI_Wood_Stud-50.csv-HRRPUA,FSRI_Wood_Stud-25.csv-Time|FSRI_Wood_Stud-50.csv-Time|FSRI_Wood_Stud-75.csv-Time,FSRI_Wood_Stud-25.csv-HRRPUA|FSRI_Wood_Stud-50.csv-HRRPUA|FSRI_Wood_Stud-75.csv-HRRPUA,25|50|75,379.0,0.1000,1.4690,1.0000,0.03806000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_Wool_Rug,../../../exp/FSRI_Materials/FSRI_Wool_Rug-25.csv|../../../exp/FSRI_Materials/FSRI_Wool_Rug-50.csv|../../../exp/FSRI_Materials/FSRI_Wool_Rug-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_Wool_Rug-50.csv-Time,FSRI_Wool_Rug-50.csv-HRRPUA,FSRI_Wool_Rug-25.csv-Time|FSRI_Wool_Rug-50.csv-Time|FSRI_Wool_Rug-75.csv-Time,FSRI_Wool_Rug-25.csv-HRRPUA|FSRI_Wool_Rug-50.csv-HRRPUA|FSRI_Wool_Rug-75.csv-HRRPUA,25|50|75,226.0,0.0580,1.3300,1.0000,0.01648000,Calculate,25|50|75,1|1|1,FSRI_materials
d,1,FSRI_XPS_Foam_Board,../../../exp/FSRI_Materials/FSRI_XPS_Foam_Board-25.csv|../../../exp/FSRI_Materials/FSRI_XPS_Foam_Board-50.csv|../../../exp/FSRI_Materials/FSRI_XPS_Foam_Board-75.csv,../../../out/Scaling_Pyrolysis/,../../../fds/Validation/Scaling_Pyrolysis/,../../../exp/FSRI_Materials/,50,FSRI_XPS_Foam_Board-50.csv-Time,FSRI_XPS_Foam_Board-50.csv-HRRPUA,FSRI_XPS_Foam_Board-25.csv-Time|FSRI_XPS_Foam_Board-50.csv-Time|FSRI_XPS_Foam_Board-75.csv-Time,FSRI_XPS_Foam_Board-25.csv-HRRPUA|FSRI_XPS_Foam_Board-50.csv-HRRPUA|FSRI_XPS_Foam_Board-75.csv-HRRPUA,25|50|75,27.7,0.0320,1.3800,1.0000,0.02546000,Calculate,25|50|75,1|1|1,FSRI_materials
